ride_id,driver_id,customer_id,pickup_location,drop_location,distance_km,ride_duration,fare_amount,surge_multiplier,ride_date,payment_type
3121,103,1011,Hyderabad,Kukatpally,23.46,53,242.48,1.6,2025-01-12 18:33:00,Cash
3122,105,1075,Hitech City,Kukatpally,23.49,34,84.54,1.9,2025-01-22 20:44:00,Card
3123,120,1071,Kukatpally,Hitech City,16.81,45,272.81,1.6,2025-01-08 00:43:00,Cash
3124,111,1060,Madhapur,Kukatpally,8.95,16,394.08,1.6,2025-01-22 13:14:00,Card
3125,121,1085,Hitech City,Kukatpally,19.73,12,290.86,1.3,2025-01-09 03:47:00,Cash
3126,140,1058,Madhapur,Gachibowli,17.0,20,421.92,2.1,2025-01-16 07:16:00,Card
3127,120,1008,Madhapur,Kukatpally,20.06,14,187.36,2.0,2025-01-16 05:54:00,UPI
3128,143,1019,Hitech City,Kukatpally,17.89,56,287.89,2.1,2025-01-05 11:46:00,Cash
3129,110,1098,Hyderabad,Gachibowli,20.95,23,226.21,1.9,2025-01-22 07:35:00,UPI
3130,138,1086,Hyderabad,Kukatpally,3.62,51,441.4,1.5,2025-01-25 18:19:00,Cash
3131,116,1056,Kukatpally,Madhapur,23.29,46,173.06,1.3,2025-01-30 07:17:00,UPI
3132,144,1064,Madhapur,Madhapur,12.66,10,101.55,1.0,2025-01-07 00:03:00,Card
3133,136,1054,Madhapur,Gachibowli,12.53,27,241.05,2.1,2025-01-12 08:33:00,UPI
3134,126,1057,Hyderabad,Kukatpally,20.04,54,235.28,1.7,2025-01-05 19:25:00,UPI
3135,100,1053,Madhapur,Madhapur,13.66,18,270.84,2.3,2025-01-17 04:11:00,Card
3136,103,1006,Gachibowli,Gachibowli,20.02,47,391.42,1.5,2025-01-20 14:44:00,UPI
3137,121,1066,Madhapur,Secunderabad,15.29,21,434.46,1.4,2025-01-01 02:42:00,UPI
3138,139,1076,Gachibowli,Secunderabad,17.12,41,115.67,1.3,2025-01-07 14:07:00,Card
3139,130,1044,Gachibowli,Madhapur,6.59,28,484.78,2.3,2025-01-03 11:46:00,Card
3140,114,1073,Gachibowli,Gachibowli,4.05,10,309.25,2.3,2025-01-06 13:03:00,Cash
3141,140,1048,Madhapur,Madhapur,11.42,12,215.6,1.8,2025-01-03 11:17:00,UPI
3142,134,1020,Hitech City,Kukatpally,8.38,22,462.77,1.9,2025-01-06 12:39:00,UPI
3143,104,1081,Kukatpally,Hitech City,22.94,16,92.49,1.7,2025-01-16 17:20:00,Card
3144,131,1061,Madhapur,Kukatpally,10.17,23,342.97,2.1,2025-01-05 12:35:00,Card
3145,139,1008,Madhapur,Kukatpally,3.62,60,171.13,1.3,2025-01-16 04:31:00,UPI
3146,123,1094,Gachibowli,Kukatpally,16.21,5,75.69,1.1,2025-01-17 00:23:00,Card
3147,149,1001,Madhapur,Secunderabad,8.63,57,436.37,1.3,2025-01-06 09:16:00,UPI
3148,138,1030,Kukatpally,Secunderabad,9.14,16,254.84,2.2,2025-01-14 02:39:00,Card
3149,145,1054,Gachibowli,Gachibowli,6.57,42,387.8,2.2,2025-01-06 00:35:00,Card
3150,113,1045,Hyderabad,Hitech City,3.45,12,273.28,1.4,2025-01-18 04:52:00,Cash
3151,137,1063,Gachibowli,Hitech City,18.87,57,470.59,1.3,2025-01-05 08:41:00,Card
3152,102,1010,Hitech City,Hitech City,15.09,46,234.31,2.2,2025-01-05 16:50:00,Card
3153,113,1025,Kukatpally,Gachibowli,3.16,37,190.67,1.8,2025-01-28 04:14:00,UPI
3154,143,1029,Hyderabad,Secunderabad,15.09,35,360.66,1.7,2025-01-26 10:05:00,UPI
3155,108,1049,Madhapur,Gachibowli,20.68,49,233.9,2.3,2025-01-14 18:40:00,UPI
3156,112,1081,Hitech City,Madhapur,14.67,27,72.87,1.4,2025-01-24 11:02:00,Cash
3157,121,1020,Hitech City,Madhapur,18.44,5,403.29,1.3,2025-01-28 12:30:00,Card
3158,118,1066,Gachibowli,Secunderabad,13.8,14,425.8,1.9,2025-01-19 02:19:00,Card
3159,117,1008,Hitech City,Gachibowli,4.32,9,85.4,2.0,2025-01-21 10:59:00,UPI
3160,117,1067,Hyderabad,Hitech City,10.12,49,267.24,2.3,2025-01-21 04:13:00,UPI
3161,135,1035,Madhapur,Kukatpally,9.53,40,446.1,1.9,2025-01-25 20:07:00,Card
3162,100,1096,Gachibowli,Secunderabad,11.41,31,305.0,1.3,2025-01-04 02:18:00,UPI
3163,111,1012,Kukatpally,Madhapur,4.08,13,248.9,2.0,2025-01-24 02:34:00,Card
3164,133,1080,Madhapur,Madhapur,7.52,55,472.26,1.2,2025-01-06 13:58:00,Card
3165,122,1096,Kukatpally,Secunderabad,7.89,58,201.35,1.6,2025-01-08 04:02:00,UPI
3166,137,1082,Gachibowli,Hitech City,8.68,29,372.05,1.6,2025-01-24 14:17:00,Cash
3167,132,1013,Hitech City,Secunderabad,2.19,52,224.93,1.8,2025-01-08 20:12:00,Cash
3168,143,1099,Kukatpally,Secunderabad,17.31,34,496.06,1.9,2025-01-03 04:47:00,Cash
3169,145,1078,Hitech City,Gachibowli,18.75,8,118.57,1.4,2025-01-01 08:36:00,Card
3170,122,1057,Madhapur,Madhapur,22.35,38,288.05,1.4,2025-01-17 22:36:00,Cash
3171,109,1062,Madhapur,Hitech City,23.92,33,233.39,1.2,2025-01-15 19:16:00,Card
3172,137,1015,Hitech City,Gachibowli,5.8,28,481.5,1.6,2025-01-27 06:57:00,Card
3173,139,1022,Hyderabad,Madhapur,13.2,57,462.32,1.6,2025-01-20 19:22:00,Cash
3174,143,1012,Hyderabad,Gachibowli,7.5,12,415.69,1.3,2025-01-11 03:51:00,Cash
3175,121,1080,Kukatpally,Gachibowli,14.91,34,376.14,2.0,2025-01-11 19:28:00,Card
3176,147,1017,Kukatpally,Secunderabad,18.22,53,139.07,2.4,2025-01-07 20:56:00,Cash
3177,150,1094,Hitech City,Secunderabad,24.15,29,307.14,1.4,2025-01-26 06:03:00,UPI
3178,125,1010,Gachibowli,Gachibowli,8.64,35,140.95,1.7,2025-01-22 05:32:00,Card
3179,109,1052,Kukatpally,Secunderabad,10.54,16,256.78,1.6,2025-01-21 08:33:00,Cash
3180,110,1009,Madhapur,Kukatpally,2.98,45,478.74,2.4,2025-01-11 09:09:00,Cash
3181,116,1013,Hitech City,Madhapur,19.61,44,356.69,2.4,2025-01-24 22:41:00,Cash
3182,135,1073,Kukatpally,Gachibowli,9.72,39,82.6,2.0,2025-01-06 02:20:00,Card
3183,127,1031,Gachibowli,Hitech City,7.61,6,340.96,1.8,2025-01-20 18:13:00,UPI
3184,107,1089,Gachibowli,Madhapur,19.78,40,264.1,1.1,2025-01-15 15:03:00,Cash
3185,146,1096,Hyderabad,Madhapur,8.55,49,78.71,1.5,2025-01-21 14:11:00,Card
3186,124,1017,Gachibowli,Hitech City,4.0,21,163.18,1.7,2025-01-13 01:14:00,UPI
3187,128,1098,Madhapur,Secunderabad,17.27,7,390.62,1.8,2025-01-05 05:57:00,Cash
3188,104,1014,Hyderabad,Secunderabad,10.57,7,213.54,1.9,2025-01-07 09:20:00,Cash
3189,125,1045,Hitech City,Madhapur,16.31,39,316.88,1.5,2025-01-22 21:56:00,Cash
3190,150,1046,Madhapur,Hitech City,5.25,48,153.52,2.3,2025-01-29 14:20:00,Card
3191,120,1097,Kukatpally,Kukatpally,19.23,42,101.15,2.3,2025-01-10 09:50:00,Cash
3192,107,1057,Madhapur,Gachibowli,21.22,8,278.02,2.1,2025-01-04 19:50:00,Cash
3193,143,1086,Hyderabad,Gachibowli,9.44,27,199.93,1.6,2025-01-18 22:35:00,UPI
3194,113,1001,Hyderabad,Madhapur,10.07,20,463.72,1.2,2025-01-08 01:06:00,Card
3195,116,1039,Hyderabad,Madhapur,21.3,11,393.23,1.5,2025-01-08 14:46:00,Card
3196,150,1019,Gachibowli,Kukatpally,23.51,14,413.03,2.1,2025-01-11 02:47:00,UPI
3197,108,1006,Gachibowli,Gachibowli,5.24,28,262.4,2.3,2025-01-12 15:04:00,Cash
3198,138,1043,Kukatpally,Secunderabad,11.67,35,450.19,1.6,2025-01-05 15:49:00,Cash
3199,131,1072,Hyderabad,Gachibowli,12.91,55,479.43,1.1,2025-01-13 23:54:00,Cash
3200,104,1059,Madhapur,Kukatpally,17.54,5,408.86,2.2,2025-01-06 00:20:00,Cash
3201,108,1043,Kukatpally,Hitech City,23.76,40,423.65,2.2,2025-01-01 21:27:00,UPI
3202,120,1091,Gachibowli,Hitech City,16.7,15,148.95,1.0,2025-01-23 17:37:00,UPI
3203,123,1017,Madhapur,Hitech City,4.14,6,116.2,1.7,2025-01-01 18:00:00,UPI
3204,120,1034,Hyderabad,Madhapur,8.61,53,330.98,2.5,2025-01-12 13:18:00,UPI
3205,108,1036,Madhapur,Secunderabad,15.62,60,141.0,2.0,2025-01-11 02:42:00,Card
3206,118,1096,Madhapur,Kukatpally,23.9,38,221.8,1.2,2025-01-27 19:02:00,Card
3207,145,1096,Gachibowli,Gachibowli,13.76,51,263.95,2.3,2025-01-15 21:43:00,Card
3208,105,1050,Hitech City,Hitech City,10.78,57,57.2,1.6,2025-01-11 01:46:00,Cash
3209,116,1062,Madhapur,Madhapur,11.59,31,340.22,1.0,2025-01-24 18:44:00,UPI
3210,109,1063,Hitech City,Secunderabad,21.38,14,199.76,1.1,2025-01-30 21:36:00,Cash
3211,141,1043,Madhapur,Kukatpally,19.29,25,342.75,2.2,2025-01-17 06:03:00,Cash
3212,121,1032,Kukatpally,Kukatpally,3.23,27,438.97,1.3,2025-01-22 10:49:00,Card
3213,111,1066,Madhapur,Hitech City,11.24,27,382.88,1.3,2025-01-18 11:26:00,UPI
3214,148,1020,Hitech City,Gachibowli,21.28,45,404.73,2.1,2025-01-23 09:08:00,Cash
3215,108,1090,Hitech City,Madhapur,24.15,53,255.46,2.1,2025-01-04 11:29:00,Cash
3216,119,1088,Hyderabad,Gachibowli,6.37,52,224.09,1.8,2025-01-22 07:33:00,UPI
3217,127,1054,Kukatpally,Secunderabad,15.32,13,150.56,1.4,2025-01-17 23:12:00,Cash
3218,109,1074,Kukatpally,Hitech City,9.61,54,378.05,2.0,2025-01-12 16:00:00,UPI
3219,145,1065,Kukatpally,Kukatpally,18.44,50,404.23,2.2,2025-01-30 01:57:00,Cash
3220,121,1045,Madhapur,Gachibowli,14.93,42,93.13,2.1,2025-01-25 05:26:00,UPI
3221,149,1087,Madhapur,Secunderabad,17.32,12,142.77,1.2,2025-01-01 01:03:00,Card
3222,106,1080,Hyderabad,Hitech City,16.32,17,60.32,2.4,2025-01-25 15:24:00,UPI
3223,112,1011,Madhapur,Hitech City,7.95,6,285.1,2.2,2025-01-22 04:11:00,Cash
3224,135,1099,Kukatpally,Gachibowli,18.37,15,454.47,2.4,2025-01-04 01:37:00,UPI
3225,132,1094,Kukatpally,Secunderabad,16.87,45,327.92,2.2,2025-01-17 00:28:00,Card
3226,127,1098,Hitech City,Madhapur,13.19,5,141.22,1.5,2025-01-22 00:40:00,Card
3227,134,1055,Hyderabad,Gachibowli,4.52,57,102.36,1.7,2025-01-30 08:03:00,UPI
3228,150,1075,Hitech City,Secunderabad,3.13,36,368.33,1.4,2025-01-03 00:47:00,UPI
3229,129,1018,Hitech City,Kukatpally,10.02,54,495.46,2.0,2025-01-27 03:30:00,Card
3230,145,1052,Madhapur,Gachibowli,18.2,59,107.59,1.6,2025-01-29 23:23:00,UPI
3231,137,1056,Hitech City,Hitech City,24.32,54,57.24,2.0,2025-01-29 06:03:00,UPI
3232,150,1006,Kukatpally,Kukatpally,17.0,16,97.08,2.3,2025-01-19 15:34:00,UPI
3233,108,1013,Kukatpally,Gachibowli,24.9,47,482.95,1.1,2025-01-13 06:45:00,Card
3234,113,1096,Gachibowli,Secunderabad,17.68,22,179.84,1.8,2025-01-29 00:44:00,Cash
3235,110,1070,Madhapur,Hitech City,12.71,44,405.25,1.6,2025-01-22 16:50:00,Cash
3236,149,1002,Hitech City,Madhapur,2.1,56,164.25,2.3,2025-01-14 09:37:00,Card
3237,113,1061,Gachibowli,Madhapur,9.03,28,362.51,1.6,2025-01-17 04:24:00,Cash
3238,105,1027,Madhapur,Kukatpally,17.35,46,434.29,1.6,2025-01-22 21:14:00,Cash
3239,115,1082,Madhapur,Secunderabad,14.88,18,284.0,1.0,2025-01-19 08:30:00,UPI
3240,101,1030,Hyderabad,Kukatpally,21.31,20,280.29,2.0,2025-01-16 04:22:00,UPI
3241,143,1063,Madhapur,Madhapur,18.6,60,311.91,2.0,2025-01-08 22:43:00,Cash
3242,127,1051,Hitech City,Madhapur,16.5,12,228.44,1.1,2025-01-09 15:44:00,Card
3243,143,1011,Hitech City,Kukatpally,21.59,54,82.42,1.9,2025-01-30 01:55:00,Card
3244,125,1079,Hyderabad,Gachibowli,9.83,6,120.12,1.6,2025-01-14 03:51:00,Card
3245,129,1048,Hyderabad,Gachibowli,8.69,23,329.72,1.6,2025-01-23 15:01:00,Card
3246,103,1075,Hitech City,Gachibowli,15.85,15,67.01,1.0,2025-01-09 11:44:00,UPI
3247,137,1095,Hitech City,Secunderabad,16.46,49,105.41,1.3,2025-01-18 04:29:00,Card
3248,104,1021,Gachibowli,Hitech City,3.38,39,162.97,2.4,2025-01-26 13:11:00,Cash
3249,132,1041,Gachibowli,Kukatpally,4.86,47,291.12,1.6,2025-01-03 03:29:00,Cash
3250,101,1093,Kukatpally,Secunderabad,21.26,57,99.82,1.4,2025-01-19 03:23:00,UPI
3251,123,1073,Gachibowli,Madhapur,10.43,45,284.43,2.3,2025-01-15 13:58:00,Card
3252,130,1081,Gachibowli,Madhapur,2.03,13,305.52,2.2,2025-01-13 14:53:00,UPI
3253,119,1022,Kukatpally,Madhapur,15.07,12,106.13,1.0,2025-01-09 00:39:00,Card
3254,137,1068,Kukatpally,Secunderabad,8.31,19,485.31,1.2,2025-01-20 00:01:00,Card
3255,117,1029,Madhapur,Secunderabad,2.9,24,423.0,1.7,2025-01-04 10:58:00,Card
3256,112,1053,Hyderabad,Madhapur,9.64,20,249.85,2.1,2025-01-18 19:53:00,UPI
3257,146,1023,Kukatpally,Kukatpally,11.1,8,72.86,1.2,2025-01-20 23:44:00,Cash
3258,149,1028,Hitech City,Hitech City,10.0,44,422.84,1.4,2025-01-13 15:15:00,Card
3259,148,1005,Madhapur,Hitech City,16.79,58,254.21,2.5,2025-01-17 00:15:00,Card
3260,117,1011,Hitech City,Hitech City,17.49,12,156.28,1.6,2025-01-27 03:37:00,UPI
3261,103,1055,Hitech City,Kukatpally,21.21,16,346.44,1.5,2025-01-01 18:40:00,Card
3262,121,1092,Hyderabad,Kukatpally,2.28,33,417.69,1.9,2025-01-17 05:39:00,Cash
3263,144,1030,Gachibowli,Hitech City,8.81,59,66.73,1.2,2025-01-17 11:36:00,Card
3264,110,1099,Hyderabad,Gachibowli,11.75,39,117.81,1.4,2025-01-19 03:25:00,Cash
3265,117,1064,Madhapur,Gachibowli,7.34,7,260.67,1.0,2025-01-30 15:08:00,UPI
3266,127,1083,Kukatpally,Hitech City,10.2,31,441.15,1.0,2025-01-16 16:04:00,Cash
3267,123,1041,Kukatpally,Secunderabad,21.38,23,259.94,2.4,2025-01-01 23:55:00,UPI
3268,134,1062,Hyderabad,Kukatpally,6.11,27,483.23,2.3,2025-01-17 21:44:00,UPI
3269,101,1028,Madhapur,Kukatpally,15.81,22,101.2,1.9,2025-01-15 09:44:00,Cash
3270,128,1017,Hitech City,Gachibowli,12.73,27,421.81,1.2,2025-01-05 21:09:00,Card
3271,142,1037,Hyderabad,Hitech City,22.67,7,446.7,1.0,2025-01-18 20:03:00,Cash
3272,120,1056,Madhapur,Kukatpally,16.68,11,279.77,1.9,2025-01-17 08:07:00,Card
3273,129,1005,Hitech City,Gachibowli,4.46,19,64.32,1.2,2025-01-29 10:04:00,Cash
3274,134,1091,Gachibowli,Secunderabad,10.76,42,91.11,1.4,2025-01-24 07:44:00,UPI
3275,122,1093,Gachibowli,Madhapur,15.3,48,372.95,1.8,2025-01-28 09:11:00,UPI
3276,130,1033,Kukatpally,Kukatpally,15.96,52,419.41,1.9,2025-01-11 07:05:00,Card
3277,149,1088,Hyderabad,Kukatpally,18.17,20,295.34,1.4,2025-01-20 06:23:00,Cash
3278,112,1043,Kukatpally,Gachibowli,2.18,51,112.02,2.0,2025-01-17 00:30:00,UPI
3279,118,1034,Hitech City,Kukatpally,13.98,27,431.31,1.1,2025-01-10 01:58:00,Cash
3280,122,1046,Gachibowli,Gachibowli,2.66,51,224.57,1.2,2025-01-08 01:14:00,UPI
3281,149,1095,Hyderabad,Gachibowli,15.85,27,495.41,1.7,2025-01-06 10:44:00,UPI
3282,126,1077,Madhapur,Gachibowli,11.35,23,88.59,2.3,2025-01-18 22:52:00,UPI
3283,122,1056,Madhapur,Hitech City,15.86,42,356.4,2.0,2025-01-08 11:27:00,Cash
3284,130,1087,Hyderabad,Gachibowli,5.73,53,271.62,1.1,2025-01-18 04:23:00,Card
3285,108,1056,Hyderabad,Gachibowli,2.63,6,269.62,1.7,2025-01-21 14:06:00,Card
3286,137,1010,Gachibowli,Madhapur,12.63,30,368.16,1.6,2025-01-16 17:36:00,Cash
3287,111,1061,Kukatpally,Hitech City,24.28,18,258.5,1.8,2025-01-30 15:44:00,UPI
3288,111,1087,Kukatpally,Hitech City,16.64,49,238.22,1.8,2025-01-01 12:07:00,UPI
3289,145,1018,Madhapur,Kukatpally,20.48,18,146.2,1.0,2025-01-18 07:22:00,Cash
3290,103,1069,Gachibowli,Gachibowli,6.68,22,205.37,1.3,2025-01-09 02:57:00,UPI
3291,129,1013,Kukatpally,Madhapur,9.24,47,122.99,1.3,2025-01-03 13:17:00,Card
3292,147,1007,Hyderabad,Kukatpally,12.66,52,339.64,1.3,2025-01-04 00:38:00,Cash
3293,133,1002,Hitech City,Secunderabad,16.55,29,404.0,1.2,2025-01-17 03:04:00,Cash
3294,133,1056,Kukatpally,Hitech City,15.69,37,235.17,2.5,2025-01-01 09:57:00,Cash
3295,139,1078,Kukatpally,Kukatpally,14.17,29,230.6,1.4,2025-01-21 20:00:00,Card
3296,102,1054,Madhapur,Kukatpally,20.01,39,324.75,1.1,2025-01-28 23:13:00,UPI
3297,108,1017,Gachibowli,Secunderabad,20.56,34,250.35,2.3,2025-01-27 14:35:00,Card
3298,117,1081,Hyderabad,Madhapur,19.77,6,297.7,1.9,2025-01-16 04:19:00,UPI
3299,147,1044,Hitech City,Gachibowli,9.08,40,195.56,1.4,2025-01-26 06:16:00,Card
3300,105,1021,Hyderabad,Hitech City,16.45,42,211.65,1.2,2025-01-11 09:12:00,Cash
3301,144,1021,Gachibowli,Gachibowli,24.64,32,64.77,1.9,2025-01-08 05:57:00,Cash
3302,124,1068,Hyderabad,Madhapur,22.61,36,277.4,1.5,2025-01-15 18:10:00,Cash
3303,106,1001,Kukatpally,Madhapur,9.17,26,249.78,2.4,2025-01-12 08:42:00,Card
3304,117,1049,Hitech City,Gachibowli,15.01,16,76.27,1.3,2025-01-23 03:17:00,UPI
3305,116,1050,Hyderabad,Secunderabad,17.41,59,358.13,2.2,2025-01-29 14:35:00,Cash
3306,134,1088,Madhapur,Secunderabad,8.86,40,211.49,1.8,2025-01-25 05:22:00,Card
3307,143,1084,Kukatpally,Gachibowli,9.78,22,87.99,1.8,2025-01-16 00:05:00,Card
3308,129,1100,Hyderabad,Secunderabad,7.48,22,206.78,1.5,2025-01-15 00:29:00,UPI
3309,144,1090,Hitech City,Madhapur,22.93,34,473.92,1.4,2025-01-27 04:40:00,Cash
3310,109,1045,Gachibowli,Gachibowli,20.41,43,388.99,2.5,2025-01-21 17:03:00,Cash
3311,145,1077,Madhapur,Hitech City,20.3,57,426.64,2.0,2025-01-11 04:39:00,Card
3312,143,1003,Hyderabad,Hitech City,6.7,10,197.86,1.2,2025-01-30 13:43:00,Cash
3313,128,1045,Gachibowli,Gachibowli,10.95,42,189.79,2.2,2025-01-05 07:44:00,Card
3314,134,1029,Hyderabad,Gachibowli,4.24,5,427.08,1.8,2025-01-01 15:27:00,UPI
3315,128,1036,Hyderabad,Gachibowli,25.0,22,238.97,1.6,2025-01-03 01:10:00,UPI
3316,123,1048,Kukatpally,Madhapur,7.84,45,185.48,1.4,2025-01-30 17:59:00,Card
3317,135,1089,Hitech City,Hitech City,16.66,5,317.25,1.6,2025-01-05 13:49:00,UPI
3318,118,1083,Kukatpally,Gachibowli,11.41,52,85.47,1.6,2025-01-13 05:26:00,Cash
3319,150,1052,Madhapur,Madhapur,19.73,20,497.41,1.8,2025-01-30 01:36:00,Card
3320,112,1006,Hyderabad,Kukatpally,19.36,30,406.23,1.3,2025-01-19 22:13:00,Cash
3321,114,1017,Hyderabad,Secunderabad,5.06,58,141.46,2.1,2025-01-24 03:13:00,UPI
3322,132,1060,Madhapur,Kukatpally,20.18,45,496.2,1.1,2025-01-20 21:52:00,Card
3323,138,1063,Kukatpally,Hitech City,13.9,42,302.0,1.4,2025-01-11 11:20:00,Card
3324,112,1047,Hyderabad,Gachibowli,18.43,39,295.58,1.6,2025-01-19 00:59:00,Card
3325,117,1012,Hitech City,Secunderabad,10.54,15,58.44,2.5,2025-01-29 10:25:00,Cash
3326,125,1063,Hyderabad,Kukatpally,10.81,49,447.97,1.2,2025-01-30 12:00:00,UPI
3327,135,1039,Gachibowli,Secunderabad,20.6,14,331.2,1.6,2025-01-22 18:04:00,Card
3328,148,1059,Madhapur,Madhapur,3.4,54,487.36,1.1,2025-01-21 02:21:00,Cash
3329,121,1037,Hyderabad,Gachibowli,6.24,20,354.77,1.1,2025-01-02 00:15:00,UPI
3330,148,1071,Kukatpally,Secunderabad,22.97,57,407.05,1.0,2025-01-05 14:07:00,Cash
3331,100,1043,Gachibowli,Kukatpally,14.18,9,182.2,1.8,2025-01-01 13:47:00,UPI
3332,106,1078,Kukatpally,Secunderabad,15.55,26,339.3,1.4,2025-01-11 20:40:00,Card
3333,102,1059,Hitech City,Hitech City,11.68,22,205.97,1.4,2025-01-29 13:04:00,UPI
3334,145,1092,Hitech City,Madhapur,14.77,52,438.62,1.4,2025-01-02 17:09:00,UPI
3335,126,1037,Hyderabad,Hitech City,22.59,9,497.21,1.6,2025-01-02 07:17:00,Card
3336,119,1062,Kukatpally,Secunderabad,16.61,32,197.73,1.1,2025-01-11 21:08:00,Cash
3337,147,1024,Hyderabad,Madhapur,13.26,21,51.2,1.8,2025-01-30 04:32:00,Cash
3338,143,1029,Hitech City,Gachibowli,20.29,42,426.22,1.5,2025-01-27 15:18:00,UPI
3339,119,1093,Gachibowli,Madhapur,6.48,21,185.11,1.7,2025-01-04 00:57:00,Cash
3340,144,1024,Madhapur,Hitech City,4.02,44,339.64,1.9,2025-01-26 02:08:00,UPI
3341,138,1075,Kukatpally,Madhapur,7.65,20,242.02,1.1,2025-01-16 21:55:00,UPI
3342,143,1097,Hyderabad,Madhapur,3.25,29,350.28,2.2,2025-01-24 19:37:00,UPI
3343,108,1098,Madhapur,Secunderabad,23.86,51,311.79,2.1,2025-01-15 06:13:00,Cash
3344,113,1020,Gachibowli,Kukatpally,9.11,46,367.6,2.1,2025-01-06 07:26:00,Card
3345,106,1009,Madhapur,Hitech City,19.46,30,320.53,1.1,2025-01-09 00:27:00,Card
3346,130,1088,Gachibowli,Secunderabad,4.93,10,72.34,1.3,2025-01-25 14:04:00,UPI
3347,122,1035,Gachibowli,Kukatpally,20.09,19,496.92,1.3,2025-01-15 12:16:00,Cash
3348,143,1021,Hyderabad,Kukatpally,11.55,20,366.01,1.5,2025-01-04 13:16:00,Card
3349,136,1068,Hyderabad,Gachibowli,7.21,20,71.5,2.2,2025-01-29 04:58:00,UPI
3350,127,1091,Kukatpally,Hitech City,18.44,59,244.56,1.9,2025-01-26 04:32:00,Cash
3351,136,1039,Kukatpally,Hitech City,11.73,13,258.46,1.8,2025-01-17 01:23:00,UPI
3352,117,1032,Kukatpally,Kukatpally,2.51,21,419.96,1.2,2025-01-25 22:47:00,UPI
3353,141,1028,Hyderabad,Madhapur,16.55,20,179.72,1.6,2025-01-01 14:40:00,UPI
3354,140,1076,Kukatpally,Madhapur,11.65,31,431.15,2.1,2025-01-01 16:56:00,Cash
3355,144,1050,Hitech City,Kukatpally,24.55,40,288.71,2.5,2025-01-02 02:13:00,Card
3356,109,1051,Hitech City,Madhapur,23.16,5,313.73,1.9,2025-01-04 11:41:00,UPI
3357,130,1068,Madhapur,Hitech City,12.81,52,325.61,1.0,2025-01-25 20:16:00,Cash
3358,134,1099,Gachibowli,Gachibowli,17.69,16,319.87,1.1,2025-01-03 20:48:00,Card
3359,128,1040,Gachibowli,Kukatpally,19.82,38,318.03,1.5,2025-01-08 07:35:00,UPI
3360,123,1076,Gachibowli,Madhapur,22.59,12,180.14,1.7,2025-01-20 15:54:00,Cash
3361,147,1040,Hyderabad,Secunderabad,22.49,45,129.52,2.1,2025-01-22 08:53:00,Cash
3362,125,1037,Kukatpally,Secunderabad,15.42,32,87.01,1.5,2025-01-23 23:55:00,Card
3363,120,1085,Gachibowli,Hitech City,3.57,18,248.57,2.0,2025-01-23 21:25:00,Card
3364,148,1006,Madhapur,Madhapur,5.57,23,296.86,1.1,2025-01-10 16:25:00,Card
3365,144,1015,Gachibowli,Hitech City,2.84,39,362.46,1.8,2025-01-12 13:28:00,Card
3366,148,1046,Kukatpally,Gachibowli,18.14,58,238.04,1.6,2025-01-22 23:11:00,Cash
3367,111,1019,Madhapur,Madhapur,22.36,29,74.92,1.9,2025-01-06 17:00:00,Card
3368,123,1052,Madhapur,Kukatpally,3.91,6,103.43,2.0,2025-01-20 20:07:00,Cash
3369,149,1031,Kukatpally,Madhapur,13.05,12,240.79,1.9,2025-01-11 07:23:00,UPI
3370,105,1088,Madhapur,Kukatpally,12.88,59,220.34,2.2,2025-01-27 16:50:00,Cash
3371,135,1084,Kukatpally,Secunderabad,20.1,36,359.26,2.0,2025-01-15 06:11:00,Cash
3372,114,1089,Hyderabad,Hitech City,2.5,7,390.47,1.6,2025-01-17 02:53:00,Cash
3373,125,1001,Hitech City,Secunderabad,20.2,57,435.47,2.4,2025-01-18 21:11:00,Card
3374,104,1000,Kukatpally,Secunderabad,9.99,36,441.88,1.7,2025-01-06 01:45:00,Card
3375,124,1010,Hyderabad,Gachibowli,22.44,48,278.65,1.0,2025-01-12 09:11:00,Card
3376,127,1094,Gachibowli,Secunderabad,14.28,17,487.21,2.4,2025-01-21 11:50:00,UPI
3377,136,1086,Gachibowli,Hitech City,2.67,23,442.24,2.2,2025-01-19 17:02:00,Cash
3378,102,1045,Madhapur,Madhapur,22.3,55,113.4,1.6,2025-01-11 02:46:00,UPI
3379,148,1001,Kukatpally,Gachibowli,10.16,51,401.07,1.2,2025-01-17 07:35:00,Card
3380,146,1058,Gachibowli,Madhapur,15.44,34,295.91,1.0,2025-01-17 12:33:00,UPI
3381,143,1069,Kukatpally,Kukatpally,12.41,37,138.8,1.1,2025-01-08 18:41:00,UPI
3382,129,1009,Hyderabad,Gachibowli,22.0,47,237.25,1.4,2025-01-10 18:05:00,Card
3383,145,1084,Gachibowli,Secunderabad,14.7,43,303.92,2.3,2025-01-20 21:16:00,UPI
3384,120,1046,Kukatpally,Secunderabad,24.33,6,89.85,1.8,2025-01-16 07:13:00,Card
3385,115,1099,Gachibowli,Hitech City,17.72,43,83.4,2.3,2025-01-03 04:10:00,Card
3386,138,1020,Hitech City,Hitech City,15.53,5,149.08,1.1,2025-01-04 02:55:00,Cash
3387,102,1094,Hitech City,Secunderabad,17.11,11,482.25,1.7,2025-01-14 07:36:00,UPI
3388,122,1099,Kukatpally,Gachibowli,10.86,24,245.39,1.6,2025-01-17 13:30:00,UPI
